turbineState,projectName,projectYear,projectTurbineNumber,projectCapacity,turbineManufacturer,turbineCapacity,long,lat
TX,Horse Hollow II,2006,80,184.0,Siemens Gamesa Renewable Energy,2300,-99.914986,32.20084
TX,Horse Hollow II,2006,50,115.0,Siemens Gamesa Renewable Energy,2300,-100.179962,32.276077
TX,Horse Hollow II,2006,80,184.0,Siemens Gamesa Renewable Energy,2300,-99.947212,32.198589
TX,Horse Hollow II,2006,80,184.0,Siemens Gamesa Renewable Energy,2300,-100.142998,32.266773
TX,Horse Hollow II,2006,80,184.0,Siemens Gamesa Renewable Energy,2300,-100.158905,32.276138
TX,Horse Hollow II,2006,50,115.0,Siemens Gamesa Renewable Energy,2300,-100.182915,32.27734
TX,Horse Hollow II,2006,80,184.0,Siemens Gamesa Renewable Energy,2300,-100.135963,32.223732
TX,Horse Hollow II,2006,80,184.0,Siemens Gamesa Renewable Energy,2300,-100.083611,32.226563
TX,Horse Hollow II,2006,50,115.0,Siemens Gamesa Renewable Energy,2300,-100.200981,32.276421
TX,Horse Hollow II,2006,80,184.0,Siemens Gamesa Renewable Energy,2300,-99.956421,32.191658
TX,Horse Hollow II,2006,80,184.0,Siemens Gamesa Renewable Energy,2300,-100.036812,32.203247
TX,Horse Hollow II,2006,80,184.0,Siemens Gamesa Renewable Energy,2300,-99.938942,32.19566
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.295921,32.262482
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.284164,32.276005
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.216431,32.265099
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.274773,32.278004
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.254318,32.261852
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.269966,32.278008
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.272415,32.253677
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.248436,32.25333
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.239426,32.253418
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.281525,32.276005
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.275261,32.302761
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.27253,32.266006
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.28698,32.276005
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.230949,32.265049
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.267982,32.300777
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.267685,32.26545
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.287567,32.301521
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.317795,32.266811
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.247414,32.26498
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.243805,32.253857
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.301201,32.279301
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.309418,32.288853
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.277405,32.265972
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.265045,32.253162
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.23838,32.291203
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.218872,32.265095
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.225899,32.265068
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.293266,32.276894
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.29493,32.300701
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.308731,32.265392
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.312035,32.278427
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.316536,32.289192
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.28788,32.253357
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.233582,32.289204
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.310989,32.265358
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.281784,32.289001
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.312317,32.288815
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.230087,32.252937
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.237114,32.253456
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.324127,32.259537
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.267586,32.278404
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.279839,32.266014
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.264984,32.289001
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.274689,32.253513
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.252777,32.291492
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.305031,32.253761
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.322472,32.266277
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.263397,32.302189
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.280197,32.303249
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.244003,32.30397
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.321533,32.258762
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.300301,32.253178
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.265686,32.301701
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.313248,32.265324
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.249069,32.303349
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.295212,32.290195
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.320076,32.267879
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.269783,32.289005
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.293533,32.262577
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.295555,32.253246
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.311821,32.29752
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.310371,32.25481
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.261108,32.303074
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.324814,32.266647
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.245583,32.293999
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.272377,32.278
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.306961,32.28949
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.309029,32.29808
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.23938,32.305607
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.276962,32.277187
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.262787,32.253201
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.257835,32.252213
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.303017,32.262226
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.291382,32.289001
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.284973,32.253189
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.319023,32.25806
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.309616,32.278938
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.302666,32.253143
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.24614,32.254555
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.243179,32.293201
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.26738,32.289001
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.276955,32.253407
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.251816,32.302708
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.240784,32.292206
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.21154,32.265106
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.285118,32.301727
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.270432,32.301266
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.298546,32.299698
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.28418,32.289001
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.2649,32.264889
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.25885,32.279739
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.315506,32.265293
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.298515,32.262451
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.233292,32.265038
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.282654,32.30304
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.279381,32.288998
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.314468,32.278389
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.213989,32.26511
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.306229,32.298637
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.259987,32.262726
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.313042,32.255348
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.251862,32.262573
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.274582,32.289001
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.290688,32.276485
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.281487,32.253365
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.232246,32.252934
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.223495,32.264168
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.290802,32.253315
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.303421,32.299
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.282265,32.266006
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.297516,32.289986
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.270134,32.253323
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.28997,32.300987
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.327034,32.26041
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.221115,32.264755
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.276978,32.289005
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.299835,32.289772
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.297928,32.253212
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.234406,32.252911
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.255081,32.290298
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.288979,32.289001
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.316887,32.277939
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.250381,32.292812
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.247978,32.293705
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.235985,32.289997
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.261284,32.279701
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.286583,32.289005
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.272865,32.302036
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.255394,32.253036
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.257446,32.289963
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.30098,32.299305
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.307701,32.254349
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.241798,32.304745
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.293182,32.253281
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.246529,32.303619
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.241646,32.253395
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.30661,32.278549
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.228615,32.26506
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.31929,32.276932
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.314423,32.289001
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.304489,32.289528
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.250763,32.253365
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.306351,32.265945
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.25309,32.253162
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.292366,32.300526
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.277718,32.302898
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.272179,32.288998
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.265198,32.27887
TX,Horse Hollow III,2006,149,223.5,GE Wind,1500,-100.235634,32.26503
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.116333,32.261898
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.024513,32.213169
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.041405,32.250423
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.021446,32.19072
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.980225,32.201469
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.039017,32.232136
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.032135,32.25256
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.097137,32.234684
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.993782,32.210667
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.963562,32.196335
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.036339,32.215202
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.97184,32.198261
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.023323,32.201515
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.130432,32.259686
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.965591,32.210205
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.078285,32.235863
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.03405,32.252068
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.035164,32.24231
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.070366,32.22205
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.091736,32.235588
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.104721,32.238163
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.061714,32.222153
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.059784,32.214085
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.993538,32.197899
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.996284,32.197678
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.028015,32.230053
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.127342,32.259632
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.991158,32.211918
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.127846,32.235584
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.129616,32.243782
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.968887,32.197224
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.064766,32.222885
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.9879,32.197651
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.123093,32.244171
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.050781,32.24567
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.132263,32.243702
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.125031,32.236317
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.122253,32.236763
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.124611,32.259071
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.013191,32.194706
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.111053,32.239338
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.02597,32.200947
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.083786,32.236668
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.048553,32.244495
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.056435,32.229122
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.057121,32.214024
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.113472,32.246334
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.064499,32.229404
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.134987,32.242622
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.018021,32.203945
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.961174,32.197075
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.966377,32.197205
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.121872,32.259014
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.007744,32.189137
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.040604,32.241215
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.13044,32.235348
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.113541,32.237843
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.067566,32.222214
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.126961,32.243923
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.102249,32.238293
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.086441,32.236881
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.140434,32.244316
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.067032,32.230503
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.036476,32.25119
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.985275,32.199265
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.977081,32.207741
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.044853,32.231857
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.099686,32.236454
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.069679,32.230762
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.022423,32.212425
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.113625,32.262505
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.009071,32.180569
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.037964,32.241993
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.019356,32.19194
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.038719,32.25032
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.061829,32.214226
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.119591,32.23727
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.045601,32.220768
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.033569,32.231884
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.110901,32.264244
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.010376,32.196255
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.036385,32.231251
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.999084,32.208256
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.051132,32.229683
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.004776,32.196434
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.135498,32.262012
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.0812,32.236847
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.07235,32.230244
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.015549,32.205261
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.092514,32.249634
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.025787,32.243023
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.015305,32.192875
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.059082,32.229195
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.001961,32.196507
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.107414,32.265938
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.051064,32.220257
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.977066,32.200672
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.054375,32.214306
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.01384,32.186356
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.968292,32.209743
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.031273,32.202663
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.043922,32.251472
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.075928,32.229233
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.01091,32.188282
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.047813,32.230576
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.020676,32.202496
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.059052,32.221504
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.023621,32.243374
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.045555,32.243889
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.027451,32.213161
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.996437,32.209396
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.030785,32.229465
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.04332,32.241314
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.02845,32.201794
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.983734,32.208
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.007469,32.197037
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.025536,32.230038
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.972839,32.207321
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.133072,32.235355
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.089096,32.236362
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.981415,32.208004
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.999283,32.19759
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.030548,32.213326
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.042046,32.23238
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.056679,32.22097
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.970589,32.208755
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.132965,32.259808
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.982552,32.200108
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.061569,32.228558
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.053741,32.220394
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.094513,32.234718
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.116776,32.237473
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.990685,32.197845
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.116486,32.245266
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.038841,32.217075
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.032661,32.243069
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.11908,32.259533
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.03392,32.21339
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.119164,32.244713
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.107635,32.238094
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.137535,32.242935
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-100.05378,32.229385
TX,Horse Hollow Wind Energy Center,2005,140,210.0,GE Wind,1500,-99.958275,32.199795
OR,Horseshoe Bend,2012,116,290.0,GE Wind,2500,-119.963684,45.594593
OR,Horseshoe Bend,2012,116,290.0,GE Wind,2500,-119.975983,45.554493
OR,Horseshoe Bend,2012,116,290.0,GE Wind,2500,-120.028885,45.579395
OR,Horseshoe Bend,2012,116,290.0,GE Wind,2500,-120.005783,45.577892
OR,Horseshoe Bend,2012,116,290.0,GE Wind,2500,-120.062889,45.568493
OR,Horseshoe Bend,2012,116,290.0,GE Wind,2500,-119.976585,45.601692
OR,Horseshoe Bend,2012,116,290.0,GE Wind,2500,-120.025688,45.595493
OR,Horseshoe Bend,2012,116,290.0,GE Wind,2500,-119.978683,45.559593
